Ticker,Date,Headline,GNW_timestamp_iso
VBIV,7/5/2023,VBI Vaccines Announces Proposed Concurrent Public Offering and Registered Direct Offering of Common Shares and Warrants,
EFSH,7/4/2023,1847 Announces Pricing of $1.869 Million Public Offering,
ABEO,7/3/2023,Abeona Therapeutics Announces $25 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
ZIVO,6/30/2023,ZIVO Bioscience Announces Pricing of $4.0 Million Registered Direct Offering Priced At-The-Market,
CISS,6/30/2023,C3is Inc. Announces Pricing of $5 Million Public Offering,2023-06-30 09:15:00 ET
POET,6/29/2023,"POET Technologies Announces ""At-the-Market"" Public Offering in the United States and Canada",
AENT,6/29/2023,Alliance Entertainment Announces Pricing of Public Offering and Nasdaq Listing,
MOBQ,6/29/2023,"Mobiquity Technologies, Inc. Announces Pricing of $3.0 Million Public Offering",
GNLN,6/29/2023,"Greenlane Holdings, Inc. Announces $4 Million Public Offering",
BDTX,6/28/2023,Black Diamond Therapeutics Announces Proposed Public Offering of Common Stock,2023-06-28 16:23:00 ET
CRMD,6/28/2023,CorMedix Inc. Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,
AXSM,6/28/2023,Axsome Therapeutics Announces Pricing of Public Offering of $225 Million of Shares of Common Stock,2023-06-28 09:28:00 ET
EDR,6/27/2023,Endeavour Silver Announces At-the-Market Offering of up to US$60 Million,
MBOT,6/27/2023,Microbot Medical Announces $2 Million Registered Direct Offering Priced At-The-Market under Nasdaq Rules,
AUMN,6/27/2023,Golden Minerals Announces US$2.1 Million Registered Direct Offering,
SYTA,6/27/2023,Siyata Mobile Announces Pricing of $2.25 Million Public Offering of Common Shares,
EU,6/26/2023,enCore Energy Announces Agreement for At-The-Market Offering,
MLTX,6/26/2023,MoonLake Immunotherapeutics Announces Proposed Underwritten Public Offering,
SMX,6/23/2023,SMX (Security Matters) Public Limited Company Announces Pricing of $3.2 Million Public Offering,
LUCY,6/22/2023,Innovative Eyewear Announces Pricing of $4.7 Million Public Offering,2023-06-22 08:15:00 ET
ALVR,6/21/2023,AlloVir Announces Proposed Public Offering of Common Stock,
TBLT,6/21/2023,ToughBuilt Industries Announces Pricing of $4.5 Million Public Offering,
DFLI,6/20/2023,Dragonfly Energy Announces Pricing of $20.0 Million Underwritten Public Offering,
XXII,6/20/2023,22nd Century Announces $5.3 Million Registered Direct Offering Priced Above Market,2023-06-20 07:00:00 ET
BEEM,6/16/2023,"Beam Global Executes Binding LOI to Acquire Europe Based Amiga, Announces Proposed Public Offering of Common Stock and Announces Q2 Revenue and Uni...",
AUVI,6/16/2023,"Applied UV Announces Pricing of $5,000,000 Underwritten Public Offering",2023-06-16 08:45:00 ET
PBLA,6/16/2023,Panbela Announces Pricing of Approximately $8.5 Million Public Offering,
CLNN,6/15/2023,Clene Announces Launch of Proposed Public Offering,
PRAX,6/15/2023,"Praxis Precision Medicines, Inc. Announces Proposed Public Offering",
VSTM,6/15/2023,Verastem Oncology Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,
ZNTL,6/15/2023,Zentalis Pharmaceuticals Announces Pricing of Underwritten Offering of Common Stock,2023-06-15 06:01:00 ET
NLS,6/15/2023,"Nautilus, Inc. Announces $5,000,000 Registered Direct Offering",
EDIT,6/14/2023,Editas Medicine Announces Offering of Common Stock,
TNON,6/14/2023,Tenon Medical Announces Pricing of $5.6 Million Public Offering,
SR,6/13/2023,Spire Announces Proposed Offering of Common Stock,
RDNT,6/13/2023,RADNET ANNOUNCES PROPOSED $175 MILLION UNDERWRITTEN PUBLIC OFFERING OF COMMON STOCK,
CNVS,6/13/2023,Cineverse Announces Proposed Public Offering,
KURA,6/13/2023,Kura Oncology Announces Commencement of Public Offering of Common Stock and Pre-Funded Warrants,
AZ,6/13/2023,A2Z Smart Technologies Corp. Announces US$5.8 Million Registered Direct Offering of Common Shares and Common Warrants,
IRON,6/12/2023,Disc Medicine Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,
MOVE,6/12/2023,Movano Health Announces Proposed Public Offering,
CWST,6/12/2023,Casella Waste Systems Announces Proposed Public Offering of Class A Common Stock,
FRZA,6/12/2023,Forza X1 Announces Pricing of $8 Million Public Offering,
AYTU,6/9/2023,Aytu BioPharma Announces Pricing of $4.0 Million Public Offering Priced At-The-Market and the Appointment of a New Director,
BBAI,6/8/2023,BigBear.ai Announces Registered Direct Offering of Common Stock and Warrants,
ELEV,6/8/2023,Elevation Oncology Announces Launch of Proposed Public Offering,
SUNW,6/8/2023,Sunworks Announces $4.6 Million Registered Direct Offering of Common Stock,
AKYA,6/7/2023,Akoya Biosciences Announces Public Offering of Common Stock,2023-06-07 16:08:00 ET
EFTR,6/7/2023,eFFECTOR Therapeutics Announces $8.7 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
RNAZ,6/6/2023,TransCode Therapeutics Announces Pricing of $7 Million Public Offering,2023-06-06 17:29:00 ET
COGT,6/6/2023,Cogent Biosciences Announces Proposed Public Offering of Common Stock,
DAWN,6/6/2023,Day One Announces Proposed Public Offering of Common Stock,
VXRT,6/6/2023,"Vaxart, Inc. Announces Proposed Public Offering of Common Stock",2023-06-06 16:01:00 ET
NRXP,6/6/2023,NRx Pharmaceuticals Announces $6.28 Million Registered Direct Offering,
EZGO,6/6/2023,EZGO Announces $8.5 Million Registered Direct Offering,
RHP,6/5/2023,"Ryman Hospitality Properties, Inc. Announces Offering of 3,500,000 Shares of Common Stock",2023-06-05 17:29:00 ET
MBOT,6/2/2023,Microbot Medical Announces $1.5 Million Registered Direct Offering Priced At-The-Market under Nasdaq Rules,
PRSO,5/31/2023,Peraso Announces $4.0 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
LCID,5/31/2023,"Lucid Group, Inc. Announces Public Offering of Common Stock and Corresponding Investment by an Affiliate of PIF for Aggregate Expected Gross Procee...",
VNRX,5/31/2023,VolitionRx Limited Announces Proposed Underwritten Public Offering of Common Stock,
LXRX,5/31/2023,Lexicon Announces Proposed Public Offering of Common Stock,
NAAS,5/31/2023,NaaS Technology Inc. Announces US$21 Million of Registered Direct Offering to Certain Investors,
FGF,5/30/2023,FG Financial Group Announces Pricing of Public Offering,
HRZN,5/30/2023,Horizon Technology Finance Corporation Announces Offering of Common Stock,
BLTE,5/30/2023,Belite Bio Announces Proposed Underwritten Public Offering of American Depositary Shares and Warrants,
OCS,5/30/2023,Oculis Announces Launch of Proposed Public Offering of Ordinary Shares,
SBIG,5/26/2023,"SpringBig Holdings, Inc. Announces Pricing of $4.0 Million Public Offering",
EFTR,5/26/2023,eFFECTOR Therapeutics Announces $7.5 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
TCRX,5/25/2023,TScan Therapeutics Announces Launch of Proposed Public Offering,
ACHV,5/25/2023,Achieve Life Sciences Announces Pricing of $16.5 Million Registered Direct Offering,
INUV,5/25/2023,Inuvo Announces Pricing of $4 Million Registered Direct Offering of Common Stock,2023-05-25 08:30:00 ET
LLAP,5/25/2023,Terran Orbital Announces $37.1 Million Registered Direct Offering,
BDRX,5/24/2023,Biodexa Pharmaceuticals PLC Announces US$3.32 Million Registered Direct Offering,2023-05-24 08:40:00 ET
DRMA,5/24/2023,Dermata Therapeutics Announces $1.8 Million Offering Priced At-The-Market Under Nasdaq Rules,
PHAT,5/23/2023,Phathom Pharmaceuticals Announces Proposed Public Offering of Common Stock,
MBOT,5/23/2023,Microbot Medical Announces $2.66 Million Registered Direct Offering of Common Stock Priced At-The-Market under Nasdaq Rules,
NVTS,5/23/2023,Navitas Semiconductor Announces Proposed Public Offering of Class A Common Stock,
USPH,5/23/2023,U.S. Physical Therapy Announces $150 Million Underwritten Public Offering of Common Stock,
OCGN,5/23/2023,"Ocugen, Inc. Announces Proposed Public Offering of Common Stock",
HASI,5/23/2023,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. Announces Public Offering of Common Stock",
CKPT,5/23/2023,Checkpoint Therapeutics Announces $10 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,2023-05-23 08:30:00 ET
NCPL,5/23/2023,Netcapital Inc. Announces Registered Direct Offering,
ICVX,5/22/2023,Icosavax Announces $67.8 Million Registered Direct Offering of Common Stock,2023-05-22 17:53:00 ET
RNR,5/22/2023,"RenaissanceRe Announces Public Offering of 6,300,000 Common Shares",
GH,5/22/2023,Guardant Health Announces Proposed Public Offering of Common Stock,
MBOT,5/22/2023,Microbot Medical Announces $1.4 Million Registered Direct Offering of Common Stock Priced At-The-Market under Nasdaq Rules,
RETO,5/19/2023,"ReTo Eco-Solutions, Inc. Announces $6.6 Million Registered Direct Offering",
ARTNA,5/18/2023,Artesian Resources Corporation Announces Common Stock Offering,2023-05-18 16:59:00 ET
SMFL,5/18/2023,Smart for Life Announces $1.58 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
PRLD,5/17/2023,Prelude Therapeutics Announces Launch of Proposed Public Offering,
CABA,5/17/2023,Cabaletta Bio Announces Proposed Public Offering of Common Stock,
CISO,5/16/2023,CISO Global Inc. Announces Pricing of $4.0 Million Registered Direct Offering,2023-05-16 23:13:00 ET
AKRO,5/16/2023,Akero Therapeutics Announces Pricing of $220.0 Million Underwritten Offering of Common Stock,2023-05-16 18:53:00 ET
MAXN,5/16/2023,Maxeon Solar Technologies Announces Public Offering of Ordinary Shares,
EVGO,5/16/2023,EVgo Inc. Announces Offering of Class A Common Stock,
INTA,5/16/2023,Intapp Announces Proposed Public Offering of Common Stock,
ONCS,5/16/2023,OncoSec Announces $1.33 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
HCDI,5/16/2023,"Harbor Custom Development, Inc. Announces Pricing of $10 Million Public Offering",
ACXP,5/16/2023,"Acurx Pharmaceuticals, Inc. Announces Pricing of $4.0 Million Registered Direct Offering",
MODD,5/16/2023,Modular Medical Announces Pricing of Upsized $9.4 Million Public Offering,
DCO,5/15/2023,Ducommun Announces Public Offering of Common Stock,
NOG,5/15/2023,NOG Announces Public Offering of Common Stock,
CHRS,5/15/2023,Coherus Announces Proposed Public Offering of Common Stock,
UPXI,5/12/2023,"Upexi, Inc. Announces $7 Million Registered Direct Offering of Common Stock",
IONM,5/12/2023,Assure Holdings Corp. Announces Pricing of $6 Million Underwritten Public Offering,
ANIP,5/11/2023,ANI Pharmaceuticals Announces Proposed Public Offering of Common Stock,
NEPT,5/11/2023,Neptune Wellness Solutions Inc. Announces Pricing of US$4 Million Public Offering,
INTT,5/11/2023,inTEST Launches $20 Million At-the-Market Offering Program,
BYND,5/10/2023,"Beyond Meat® Announces ""At The Market"" (ATM) Equity Offering Program",2023-05-10 18:27:00 ET
TSLX,5/10/2023,"Sixth Street Specialty Lending, Inc. Announces Public Offering of Common Stock",
REXR,5/10/2023,"Rexford Industrial Announces Public Offering of 13,500,000 Shares of Common Stock",
GFAI,5/10/2023,Guardforce AI Announces Proposed Underwritten Public Offering,
OSBK,5/10/2023,Oconee State Bank and Elberton Federal Announce Stock Offering in Connection with Pending Merger,
ENSC,5/10/2023,"Ensysce Biosciences, Inc. Announces Pricing of $7 Million Public Offering",
LEGN,5/8/2023,Legend Biotech Corporation Announces Pricing of Registered Direct Offering of $350 Million of American Depositary Shares,
SNGX,5/5/2023,Soligenix Announces Pricing of $8.5 Million Public Offering,
SIBN,5/4/2023,SI-BONE Announces Launch of Public Offering of Common Stock,
FDMT,5/4/2023,4D Molecular Therapeutics Announces Proposed Public Offering of Common Stock,2023-05-04 16:08:00 ET
CTXR,5/4/2023,Citius Pharmaceuticals Announces $15 Million Registered Direct Offering,
MIGI,5/4/2023,Mawson Infrastructure Group Inc. Announces $5 Million Registered Direct Offering,
JOBY,5/3/2023,Joby Announces Pricing of Public Offering,
RPHM,5/3/2023,Reneo Pharmaceuticals Announces Proposed Public Offering of Common Stock,
IMGN,5/3/2023,ImmunoGen Announces Proposed Public Offering of Common Stock,
SMFL,5/3/2023,"Smart for Life Announces $900,000 Registered Direct Offering Priced At-The-Market Under Nasdaq Rules",
GFAI,5/2/2023,Guardforce AI Announces Proposed Underwritten Public Offering of Ordinary Shares,
MORF,5/2/2023,Morphic Therapeutic Announces Proposed Public Offering,
OCG,5/2/2023,Outcrop Silver Announces $6 Million Public Offering of Units,
NDRA,4/28/2023,ENDRA Life Sciences Announces Pricing of Upsized $4.5 Million Public Offering,
HILS,4/27/2023,Hillstream BioPharma Announces Proposed Public Offering,
ZVSA,4/26/2023,"ZyVersa Therapeutics, Inc. Announces Pricing of $11.0 Million Public Offering",
NB,4/26/2023,NioCorp Announces US $2.0 Million Registered Direct Offering,
ESTA,4/24/2023,Establishment Labs Announces Proposed Public Offering of Common Shares,
IDYA,4/24/2023,IDEAYA Announces Proposed Public Offering of Common Stock,
SIDU,4/20/2023,"Sidus Space, Inc. Announces Pricing of $10 Million Public Offering",
ADTX,4/20/2023,Aditxt Announces $1.9 Million Registered Direct Offering Priced At-The-Market under Nasdaq Rules,
WINT,4/20/2023,Windtree Therapeutics Announces Pricing of Upsized $10.8 Million Underwritten Public Offering,
ALLR,4/19/2023,"Allarity Therapeutics, Inc. Announces Pricing of $7.5 Million Public Offering",
FEMY,4/19/2023,Femasys Announces $3.9 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
GMDA,4/18/2023,Gamida Cell Announces Launch of Public Offering of Securities,
TELA,4/18/2023,TELA Bio Announces Proposed Public Offering of Common Stock,
PHIO,4/18/2023,Phio Pharmaceuticals Announces $2 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
CJJD,4/18/2023,China Jo-Jo Drugstores Announces $7 Million Registered Direct Offering,
PCVX,4/17/2023,Vaxcyte Announces Commencement of Proposed Public Offering of Common Stock and Pre-Funded Warrants,
MRAI,4/14/2023,"Marpai, Inc. Announces Proposed Public Offering of Common Stock",
MMAT,4/13/2023,Meta Materials Announces Proposed Public Offering,
GCTK,4/12/2023,GlucoTrack Announces Proposed Underwritten Public Offering of Common Stock,
IFRX,4/11/2023,InflaRx Announces Public Offering of Ordinary Shares,
KRUS,4/10/2023,Kura Sushi USA Announces Launch of Public Offering of Common Stock,
SNES,4/10/2023,SenesTech Announces $1.5 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
ONCS,4/10/2023,OncoSec Announces $2 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
CELU,4/5/2023,Celularity Inc. Announces $6 Million Registered Direct Offering,
USAU,4/5/2023,U.S. Gold Corp. Announces $5 Million Registered Direct Offering,
PTGX,4/4/2023,Protagonist Therapeutics Announces Proposed Underwritten Public Offering of Common Stock,
CMND,4/4/2023,Clearmind Medicine Announces Pricing of US$3.5 Million Public Offering,
NOGN,4/4/2023,Nogin Announces Pricing of $22 Million Public Offering,
WBX,4/3/2023,Wallbox Files At-the-Market Equity Offering Program,
OCX,4/3/2023,Oncocyte Pricing of $13.86 Million Public Offering of Common Stock,
GMVD,3/31/2023,G Medical Innovations Holdings Ltd. Announces Pricing of Public Offering,
CKPT,3/31/2023,Checkpoint Therapeutics Announces $6.1 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,
AREN,3/31/2023,The Arena Group Announces the Pricing of $11.5 Million Registered Direct Equity Offering to Existing Shareholders,2023-03-31 11:07:00 ET
CSSE,3/30/2023,Chicken Soup for the Soul Entertainment Announces Proposed Public Offering,
NKLA,3/30/2023,Nikola Announces $100.0 Million Public Offering of Common Stock,
RNXT,3/30/2023,"RenovoRx, Inc. Announces $5 Million Registered Direct Offering Priced At-The-Market under Nasdaq Rules",
BBBY,3/30/2023,Bed Bath & Beyond Inc. Launches New $300 Million At-the-Market Offering Program,
SPCB,3/30/2023,SuperCom Announces Pricing of $2.4 Million Registered Direct Offering,
AKTX,3/30/2023,"Akari Therapeutics, Plc Announces $4 Million Registered Direct Offering",
ABML,3/30/2023,American Battery Technology Company Announces $10 Million Registered Direct Offering,
RDHL,3/30/2023,RedHill Biopharma Announces $6 Million Registered Direct Offering,
VKTX,3/29/2023,Viking Therapeutics Announces Proposed Public Offering of Common Stock,
BMEA,3/29/2023,Biomea Fusion Announces Proposed Public Offering of Common Stock,2023-03-29T06:30:00
PYPD,3/28/2023,PolyPid Announces Proposed Underwritten Public Offering of Ordinary Shares,
TCBP,3/28/2023,TC BioPharm Announces Pricing of $5.5 Million Public Offering,
INVO,3/24/2023,INVO Bioscience Announces Pricing of $3.0 Million Registered Direct Offering Priced At-The-Market,
WATT,3/24/2023,Energous Announces Pricing of $3.3 Million Offering of Common Stock and Warrants,
